User_Name,followers_Count,Likes,Retweets,Reply,Impression,Text,Label,hashtags,Lemma,Porterstemmer,Snowballstemmer
Prosper Africa,5291,3,1,0,791,"Africa’s sports industry is garnering investment from soccer star @AsisatOshoala, who launched a soccer academy for Nigerian girls, in partnership with @Nike and Women Win. 

Read more in our report on the creative industries: 👉 https://t.co/zOYiqQD6Tt

#WomensHistoryMonth https://t.co/sSt66nQIRw",Nike,womenshistorymonth,africa sport industry garnering investment soccer star launched soccer academy nigerian girl partnership woman win read report creative industry,africa sport industri garner invest soccer star launch soccer academi nigerian girl partnership women win read report creativ industri,africa sport industri garner invest soccer star launch soccer academi nigerian girl partnership women win read report creativ industri
Footpatrol London,85368,4,1,0,3812,"Built for the outdoors, our Footpatrol Paris team recently took the Nike Air Humara offering out into the wilderness that surrounds Paris.  

Shop the Nike Air Humara in-store and online here: https://t.co/UHjF5lluXB

#Footpatrol #TEAMFP #Nike #NikeShoes #NikeAir #NikeSportswear https://t.co/ydRekpg2x6",Nike,footpatrol teamfp nike nikeshoes nikeair nikesportswear,built outdoors footpatrol paris team recently took nike air humara offering wilderness surround paris shop nike air humara store online,built outdoor footpatrol pari team recent took nike air humara offer wilder surround pari shop nike air humara store onlin,built outdoor footpatrol pari team recent took nike air humara offer wilder surround pari shop nike air humara store onlin
Bizwomen,7614,0,0,0,75,Ionsecu joins Washington Mystics’ Elena Delle-Donne and Seattle Storm’s Breanna Stewart in having a signature shoe line with a major brand.  https://t.co/tajmoZt51W,Nike,,ionsecu join washington mystic elena delle donne seattle storm breanna stewart signature shoe line major brand,ionsecu join washington mystic elena dell donn seattl storm breanna stewart signatur shoe line major brand,ionsecu join washington mystic elena dell donn seattl storm breanna stewart signatur shoe line major brand
The Sole Supplier,268563,121,14,0,23572,"Official images of the upcoming Nike Dunk Low Snakeskin ""CO JP"" 🤎 https://t.co/X8y87di6W3",Nike,,official image upcoming nike dunk low snakeskin co jp,offici imag upcom nike dunk low snakeskin co jp,offici imag upcom nike dunk low snakeskin co jp
The Sole Supplier,268563,2,0,1,10381,"RELEASE REMINDER | Launching now!

Air Jordan 1 High Skyline

Link &gt; https://t.co/kI3ISiDoCc https://t.co/lvZyb6E1tK",Nike,,release reminder launching air jordan high skyline link gt,releas remind launch air jordan high skylin link gt,releas remind launch air jordan high skylin link gt
Nick Young,532030,43,3,2,22357,Nike gotta release all the off white jordan 1’s and Lot 50 blk and the October’s on the same day if they wanna kill the game,Nike,,nike got ta release white jordan lot blk october day wan na kill game,nike got ta releas white jordan lot blk octob day wan na kill game,nike got ta releas white jordan lot blk octob day wan na kill game
The Sole Supplier,268563,4,1,0,11347,"RELEASE REMINDER | Launching in 30 minutes

Air Jordan 1 High Skyline

Link &gt; https://t.co/kI3ISiDoCc https://t.co/I7RtQFBQJk",Nike,,release reminder launching minute air jordan high skyline link gt,releas remind launch minut air jordan high skylin link gt,releas remind launch minut air jordan high skylin link gt
BAIT,61891,4,0,0,4484,The Nike ACG Beanie in Faded Spruce is available now at https://t.co/k2qzYXKn7I. https://t.co/DikAVgjd8u,Nike,,nike acg beanie faded spruce available,nike acg beani fade spruce avail,nike acg beani fade spruce avail
The Sole Supplier,268563,15,0,1,13770,"RELEASE REMINDER | Launching in 1 hour

Air Jordan 1 High Skyline

Link &gt; https://t.co/kI3ISiDoCc https://t.co/DLnyerUAjJ",Nike,,release reminder launching hour air jordan high skyline link gt,releas remind launch hour air jordan high skylin link gt,releas remind launch hour air jordan high skylin link gt
Insider Business,3990114,13,2,1,23078,Nike and Lululemon are obliterating the competition when it comes to drawing customers to stores https://t.co/7n8avCuXPa,Nike,,nike lululemon obliterating competition come drawing customer store,nike lululemon obliter competit come draw custom store,nike lululemon obliter competit come draw custom store
The Washington Post,20042749,76,27,18,94059,Kangaroo skin won’t be used by Nike and Puma. Most Aussies ask why not? https://t.co/xQTvsFLUTF,Nike,,kangaroo skin wont used nike puma aussie ask,kangaroo skin wont use nike puma aussi ask,kangaroo skin wont use nike puma aussi ask
TMZ,6747237,23,5,9,55259,Travis Scott's skills as a fashion innovator are coming under fire by Dennis Rodman ... who's accusing the superstar rapper of copying the look of his signature sneakers. https://t.co/uJ3HjCExy6,Nike,,travis scott skill fashion innovator coming fire dennis rodman accusing superstar rapper copying look signature sneaker,travi scott skill fashion innov come fire denni rodman accus superstar rapper copi look signatur sneaker,travi scott skill fashion innov come fire denni rodman accus superstar rapper copi look signatur sneaker
SF Examiner,72550,3,0,0,898,"Nike is teaming up with this Bay Area-born basketball star to style their Swoosh.

The iconic brand is honoring Walnut Creek's Sabrina Ionescu with a signature shoe.
https://t.co/Xx1KBvNXmg",Nike,,nike teaming bay area born basketball star style swoosh iconic brand honoring walnut creek sabrina ionescu signature shoe,nike team bay area born basketbal star style swoosh icon brand honor walnut creek sabrina ionescu signatur shoe,nike team bay area born basketbal star style swoosh icon brand honor walnut creek sabrina ionescu signatur shoe
BODEGA,290081,4,0,0,14058,40% OFF - Now $111.00 - Nike Lebron IX Low. #nike,Nike,nike,nike lebron ix low,nike lebron ix low,nike lebron ix low
DJ SALAM WRECK,3257,1,0,0,170,"Bad News: I took an L on all these raffles for Jordan 4 / Nike SB’s ☘️

Good News: I saved some money on my car insurance renewal 🚙",Nike,,bad news took l raffle jordan nike sb good news saved money car insurance renewal,bad news took l raffl jordan nike sb good news save money car insur renew,bad news took l raffl jordan nike sbs good news save money car insur renew
Nice Kicks,1484179,301,63,73,254790,"A FCFS release in Washington, D.C. for the Nike SB x Air Jordan 4 got out of hand today. What are your thoughts on FCFS releases? 🤔 https://t.co/ZMd6QCmRQE https://t.co/ee2cRuCNHL",Nike,,fcfs release washington c nike sb x air jordan got hand today thought fcfs release,fcf releas washington c nike sb x air jordan got hand today thought fcf releas,fcfs releas washington c nike sb x air jordan got hand today thought fcfs releas
Bizwomen,7614,0,0,0,76,Ionsecu joins Washington Mystics’ Elena Delle-Donne and Seattle Storm’s Breanna Stewart in having a signature shoe line with a major brand.  https://t.co/TRorIYROwV,Nike,,ionsecu join washington mystic elena delle donne seattle storm breanna stewart signature shoe line major brand,ionsecu join washington mystic elena dell donn seattl storm breanna stewart signatur shoe line major brand,ionsecu join washington mystic elena dell donn seattl storm breanna stewart signatur shoe line major brand
Kicks Deals,473430,17,2,1,24191,"The high-end Nike Air Max Scorpion Flyknit in the black/anthracite colorway is $75 OFF retail at $174.30 + shipping. #promotion

BUY HERE -&gt; https://t.co/mCVnee9fBs https://t.co/xu8Quiybe6",Nike,promotion,high end nike air max scorpion flyknit black anthracite colorway retail shipping buy gt,high end nike air max scorpion flyknit black anthracit colorway retail ship buy gt,high end nike air max scorpion flyknit black anthracit colorway retail ship buy gt
Screen Rant,251202,107,15,1,8835,"Director and star Ben Affleck details Michael Jordan's involvement in the upcoming Nike movie, Air, including pushing for one key casting.  https://t.co/IbPKvU4N3Y",Nike,,director star ben affleck detail michael jordan involvement upcoming nike movie air including pushing one key casting,director star ben affleck detail michael jordan involv upcom nike movi air includ push one key cast,director star ben affleck detail michael jordan involv upcom nike movi air includ push one key cast
Laba kodjo fo-doh,7088,111,22,60,16789,Hard luck tonight. Thanks to everyone #ainawifamily💜  we will bounce back for next game. #alzaeem  #mawutayélo🙌  #midôakpé🙏  #lkf9🙏🏿🙌🏿🇹🇬🤝🤝🤝💜💜💜👟⚽️🥅💪🏿  Nike @nikefootball https://t.co/5t7JlPnOGJ,Nike,ainawifamily alzaeem mawutayélo midôakpé lkf9,hard luck tonight thanks everyone bounce back next game nike,hard luck tonight thank everyon bounc back next game nike,hard luck tonight thank everyon bounc back next game nike
Kicks Deals,473430,19,3,0,23978,"Sizes to 14 for the white/pale ivory-university red ""Plaid"" Nike Air Force 1 '07 LV8 are now $40 OFF retail at $90 + FREE shipping. #promotion

BUY HERE -&gt; https://t.co/SbjkgIQcbQ https://t.co/R7feZHVCIp",Nike,promotion,size white pale ivory university red plaid nike air force retail free shipping buy gt,size white pale ivori univers red plaid nike air forc retail free ship buy gt,size white pale ivori univers red plaid nike air forc retail free ship buy gt
Kicks Deals,473430,16,3,0,23031,"The black/metallic gold Nike Air VaporMax Plus is available in select sizes for $161.98 + FREE shipping. Retail is $210.

BUY HERE -&gt; https://t.co/SH16WDBcAC (promotion - use code BM10 at checkout) https://t.co/O3F0NGQv01",Nike,,black metallic gold nike air vapormax plus available select size free shipping retail buy gt promotion use code checkout,black metal gold nike air vapormax plu avail select size free ship retail buy gt promot use code checkout,black metal gold nike air vapormax plus avail select size free ship retail buy gt promot use code checkout
Kicks Deals,473430,17,3,0,22534,"Select sizes under 12 are available for the black/white-varsity red Nike Air Max 95 Essential for $116.98 + FREE shipping.

BUY HERE -&gt; https://t.co/4NCJBxMaor (promotion - use code BM10 at checkout) https://t.co/zYepAXkVRF",Nike,,select size available black white varsity red nike air max essential free shipping buy gt promotion use code checkout,select size avail black white varsiti red nike air max essenti free ship buy gt promot use code checkout,select size avail black white varsiti red nike air max essenti free ship buy gt promot use code checkout
Travis Wilson,30849,18,0,0,7974,"Officials for this game are:

Michael Graber (Kimberly)
Richard Schwarz (Manitowoc)
Anthony Rasmussen (North Fond du Lac)

Two pairs of Asics and a Nike Air Max

#wisbb",Nike,wisbb,official game michael graber kimberly richard schwarz manitowoc anthony rasmussen north fond du lac two pair asics nike air max,offici game michael graber kimberli richard schwarz manitowoc anthoni rasmussen north fond du lac two pair asic nike air max,offici game michael graber kimber richard schwarz manitowoc anthoni rasmussen north fond du lac two pair asic nike air max
Kicks Deals,473430,43,5,0,25250,"Check 40% OFF savings on the white/summit white-phantom Nike Waffle One 'Leather' at $65 + shipping. #promotion

BUY HERE -&gt; https://t.co/KGtv53ePbe https://t.co/Iify53lXLg",Nike,promotion,check saving white summit white phantom nike waffle one leather shipping buy gt,check save white summit white phantom nike waffl one leather ship buy gt,check save white summit white phantom nike waffl one leather ship buy gt
Mitch B,4028,2,0,0,248,"Cal coaching one of his best games this season in Nike Blazers. 

2023 coach fits are crazy 😂",Nike,,cal coaching one best game season nike blazer coach fit crazy,cal coach one best game season nike blazer coach fit crazi,cal coach one best game season nike blazer coach fit crazi
Kicks Deals,473430,47,5,2,145748,"Pairs for the 'Ale Brown' Nike WMNS Air Max 1 '87 are $45 OFF retail at $104.30 + shipping. #promotion

BUY HERE -&gt; https://t.co/3OZ7cjbz18 https://t.co/v7x02nTrOp",Nike,promotion,pair ale brown nike wmns air max retail shipping buy gt,pair ale brown nike wmn air max retail ship buy gt,pair ale brown nike wmns air max retail ship buy gt
Nice Kicks,1484179,177,17,5,54016,First look at @TheSocialStatus x Nike Air Mac Attack 👀 Thoughts on these? 🤔 https://t.co/vxRZ7Jz4kp,Nike,,first look x nike air mac attack thought,first look x nike air mac attack thought,first look x nike air mac attack thought
Kicks Deals,473430,44,6,1,28979,"Good size options are 50% OFF for the Hello Kitty® x Nike Air Presto at $69 + limited-time FREE shipping. #promotion

BUY HERE -&gt; https://t.co/Boi9VURzIL https://t.co/5eZJgq2opP",Nike,promotion,good size option hello kitty x nike air presto limited time free shipping buy gt,good size option hello kitti x nike air presto limit time free ship buy gt,good size option hello kitti x nike air presto limit time free ship buy gt
ShoePalace.com,225084,4,0,0,6808,"WM NIKE COURT VISION LOW
https://t.co/Qw5rsAVhDn https://t.co/T19qvni4lu",Nike,,wm nike court vision low,wm nike court vision low,wm nike court vision low
Goldin,58644,1,1,0,3596,"Kicks from @KingJames's FIRST championship season with the @MiamiHEAT! 🔥🏀🏆👟

These game-used #Nike #LeBron IX Sneakers are available now in our Game-Used Auction: https://t.co/AS2B4ERcng https://t.co/cVSBZsVFoA",Nike,nike lebron,kick first championship season game used ix sneaker available game used auction,kick first championship season game use ix sneaker avail game use auction,kick first championship season game use ix sneaker avail game use auction
Complex Sneakers,928863,775,53,8,126169,First Look: Social Status x Nike Air Mac Attack 👀 https://t.co/DaqOL0VZ0j https://t.co/uJEWBuo865,Nike,,first look social status x nike air mac attack,first look social statu x nike air mac attack,first look social status x nike air mac attack
Kicks Deals,473430,16,2,1,25555,"The ""Triple Black"" Nike Air Max 2021 is available for $50 OFF retail at $109.99 + FREE shipping.

BUY HERE -&gt; https://t.co/zzrRNWN47P (promotion - use code PARMAR20 at checkout) https://t.co/LANTTMYKVm",Nike,,triple black nike air max available retail free shipping buy gt promotion use code checkout,tripl black nike air max avail retail free ship buy gt promot use code checkout,tripl black nike air max avail retail free ship buy gt promot use code checkout
Ellie V ⚡️,166117,1467,128,45,60065,Guys I have a collection with Nike dropping next week…with NIKE 🥺 https://t.co/cwHgoeJkwL,Nike,,guy collection nike dropping next weekwith nike,guy collect nike drop next weekwith nike,guy collect nike drop next weekwith nike
Daily Mail US,445137,9,4,2,4819,Travis Scott is called out by NBA legend Dennis Rodman for stealing his backwards Nike swoosh design https://t.co/gep9nSWRUK,Nike,,travis scott called nba legend dennis rodman stealing backwards nike swoosh design,travi scott call nba legend denni rodman steal backward nike swoosh design,travi scott call nba legend denni rodman steal backward nike swoosh design
Complex Sneakers,928863,343,22,4,58448,.@NigelSylvester presents his mother with a pair of “Bike Air” Nike Air Ships. ❤️ https://t.co/fRVQJtXM0W https://t.co/UPXtTgflP0,Nike,,present mother pair bike air nike air ship,present mother pair bike air nike air ship,present mother pair bike air nike air ship
Kicks Deals,473430,16,1,1,27391,"Select sizes under 12 for the soccer-inspired ""Social FC"" Nike Air Max Pre-Day SE are $50 OFF retail at $95 + FREE shipping. #promotion

BUY HERE -&gt; https://t.co/SbYKJfdLJP https://t.co/pVvy74hf10",Nike,promotion,select size soccer inspired social fc nike air max pre day se retail free shipping buy gt,select size soccer inspir social fc nike air max pre day se retail free ship buy gt,select size soccer inspir social fc nike air max pre day se retail free ship buy gt
Football Victoria,12697,2,1,0,577,"R3 of the #NikeFCCup kicks off this weekend &amp; we've already seen some record-breaking moments.

Meet Gia Kapsimallis from the @manningutdblues, who at just 13 became the youngest player on record to bag a hat-trick in the tournament's history. 
#OurGame 

https://t.co/hdmXEzEraq",Nike,nikefccup ourgame,kick weekend amp already seen record breaking moment meet gia kapsimallis became youngest player record bag hat trick tournament history,kick weekend amp alreadi seen record break moment meet gia kapsim becam youngest player record bag hat trick tournament histori,kick weekend amp alreadi seen record break moment meet gia kapsim becam youngest player record bag hat trick tournament histori
Kicks Deals,473430,10,0,0,28091,"YOUTH sizes for the white/bright spruce-volt Nike Dunk High (GS) are ON SALE for $78.97 + FREE shipping. #promotion

BUY HERE -&gt; https://t.co/X3nEyZsCfn https://t.co/9GiWCML8W0",Nike,promotion,youth size white bright spruce volt nike dunk high g sale free shipping buy gt,youth size white bright spruce volt nike dunk high gs sale free ship buy gt,youth size white bright spruce volt nike dunk high gs sale free ship buy gt
Nice Kicks,1484179,237,27,4,58265,Nike Air Max 90 Futura “Needlework” ✨ https://t.co/P0XMEztQpZ,Nike,,nike air max futura needlework,nike air max futura needlework,nike air max futura needlework
Insider Retail,35766,5,2,0,621,Nike and Lululemon are obliterating the competition when it comes to drawing customers to stores https://t.co/Qgc2b0nXnu,Nike,,nike lululemon obliterating competition come drawing customer store,nike lululemon obliter competit come draw custom store,nike lululemon obliter competit come draw custom store
Noah Hiles,4765,67,3,0,3384,"""I feel like right now, we got it clicking, we got it going."" 

Hear what Nike Sibande had to say following Pitt's win this afternoon over Iowa State: https://t.co/sSDOXfflKV",Nike,,feel like right got clicking got going hear nike sibande say following pitt win afternoon iowa state,feel like right got click got go hear nike siband say follow pitt win afternoon iowa state,feel like right got click got go hear nike siband say follow pitt win afternoon iowa state
Kicks Deals,473430,8,4,0,22910,"Ladies, the recently released ""Gold Bullet"" Nike WMNS Air Max 97 OG retro is available for $133 + shipping. Retail is $190. #promotion

BUY HERE -&gt; https://t.co/Qm93CMn8bL https://t.co/5iUxgOV1FA",Nike,promotion,lady recently released gold bullet nike wmns air max og retro available shipping retail buy gt,ladi recent releas gold bullet nike wmn air max og retro avail ship retail buy gt,ladi recent releas gold bullet nike wmns air max og retro avail ship retail buy gt
Mitchel Inkrott,17878,26,1,5,2535,"*Walks into Nike Store*

To myself: Ok, just a quick pair of Forces to wear with you dress blazer.

*Comes to as I walk out of the store with 2 pairs of shoes, socks, and shorts*

To myself: You can’t be trusted anymore.",Nike,,walk nike store ok quick pair force wear dress blazer come walk store pair shoe sock short cant trusted anymore,walk nike store ok quick pair forc wear dress blazer come walk store pair shoe sock short cant trust anymor,walk nike store ok quick pair forc wear dress blazer come walk store pair shoe sock short cant trust anymor
The Circuit,86411,34,9,1,8888,"2024 Myers Park (NC) G Bishop Boswell (@boswell_bishop) will run with Team CP3 (NC) in the 2023 Nike EYBL @2024CP3 @CP3 @MyersPark_Hoops @NikeEYB #EYBL #WelcomeToTheCircuit 🎬
https://t.co/PxFWDesq2g",Nike,eybl welcometothecircuit,myers park nc g bishop boswell run team nc nike eybl,myer park nc g bishop boswel run team nc nike eybl,myer park nc g bishop boswel run team nc nike eybl
TooFab,49565,1,0,0,544,"""If you're going to f--- around with talking about Michael Jordan, do it respectfully,"" said Affleck while discussing his upcoming film, ""Air,"" which centers on Jordan's partnership with Nike

https://t.co/v7NfLZBubI",Nike,,going f around talking michael jordan respectfully said affleck discussing upcoming film air center jordan partnership nike,go f around talk michael jordan respect said affleck discuss upcom film air center jordan partnership nike,go f around talk michael jordan respect said affleck discuss upcom film air center jordan partnership nike
Kicks Deals,473430,13,0,0,26407,"Sizes to 15 are $60 OFF retail for the pure platinum/black-bright crimson Nike Pegasus Turbo NN at $89.97 + FREE shipping. #promotion

BUY HERE -&gt; https://t.co/y2iOouOsMs https://t.co/TUKaIY5Nif",Nike,promotion,size retail pure platinum black bright crimson nike pegasus turbo nn free shipping buy gt,size retail pure platinum black bright crimson nike pegasu turbo nn free ship buy gt,size retail pure platinum black bright crimson nike pegasus turbo nn free ship buy gt
Young Deuces | Giannis of Podcasting,9301,0,0,0,155,Man I really wish @Nike never discontinued the #Fuelband I used to love mines…nothing since hit like the Nike Fuel Band for me https://t.co/mhHv7CbJq8,Nike,fuelband,man really wish never discontinued used love minesnothing since hit like nike fuel band,man realli wish never discontinu use love minesnoth sinc hit like nike fuel band,man realli wish never discontinu use love minesnoth sinc hit like nike fuel band
ShoePalace.com,225084,4,0,0,6960,"GS NIKE COURT BOROUGH LOW 2 SE
https://t.co/s7d1BKtPn3 https://t.co/x5k1QnQk4L",Nike,,g nike court borough low se,gs nike court borough low se,gs nike court borough low se
Barstool Pitt,20029,33,1,0,3422,Nike just scored more on Iowa in a play than iowa did for the first 10 minutes,Nike,,nike scored iowa play iowa first minute,nike score iowa play iowa first minut,nike score iowa play iowa first minut
Christopher Carter,19282,18,0,1,2118,"NIKE SIBANDE AND-1! Great ball movement from #Pitt leads to the #ACC Sixth Man of the Year knocking down a DAGGER! He hits the free throw, and the Panthers are up 50-30! 4:45 left!",Nike,pitt acc,nike sibande great ball movement lead sixth man year knocking dagger hit free throw panther left,nike siband great ball movement lead sixth man year knock dagger hit free throw panther left,nike siband great ball movement lead sixth man year knock dagger hit free throw panther left
Noah Hiles,4765,2,0,0,862,Nike Sibande. Triple. And the foul. Pitt leads 50-30 after he drains the free throw. That might be the dagger.,Nike,,nike sibande triple foul pitt lead drain free throw might dagger,nike siband tripl foul pitt lead drain free throw might dagger,nike siband tripl foul pitt lead drain free throw might dagger
SF Examiner,72550,2,1,0,775,"From Walnut Creek to the WNBA. 

Soon, you'll see Sabrina Ionescu's shoe on store shelves.
https://t.co/Xx1KBvNXmg",Nike,,walnut creek wnba soon see sabrina ionescu shoe store shelf,walnut creek wnba soon see sabrina ionescu shoe store shelv,walnut creek wnba soon see sabrina ionescu shoe store shelv
PETA,1077455,80,19,6,13034,"Good news for kangaroos! 🎉🦘    
    
@Nike &amp; @PUMA both announced plans to stop using &amp; selling kangaroo leather, which is often used for soccer cleats.",Nike,,good news kangaroo amp announced plan tostop using amp selling kangaroo leather often used soccer cleat,good news kangaroo amp announc plan tostop use amp sell kangaroo leather often use soccer cleat,good news kangaroo amp announc plan tostop use amp sell kangaroo leather often use soccer cleat
TMZ,6747238,41,10,4,78254,Travis Scott's skills as a fashion innovator are coming under fire by Dennis Rodman ... who's accusing the superstar rapper of copying the look of his signature sneakers. https://t.co/UETMEi7Ta6,Nike,,travis scott skill fashion innovator coming fire dennis rodman accusing superstar rapper copying look signature sneaker,travi scott skill fashion innov come fire denni rodman accus superstar rapper copi look signatur sneaker,travi scott skill fashion innov come fire denni rodman accus superstar rapper copi look signatur sneaker
Bizwomen,7614,0,0,0,58,Ionsecu joins Washington Mystics’ Elena Delle-Donne and Seattle Storm’s Breanna Stewart in having a signature shoe line with a major brand.  https://t.co/gU7mDc03zR,Nike,,ionsecu join washington mystic elena delle donne seattle storm breanna stewart signature shoe line major brand,ionsecu join washington mystic elena dell donn seattl storm breanna stewart signatur shoe line major brand,ionsecu join washington mystic elena dell donn seattl storm breanna stewart signatur shoe line major brand
Stadium Goods,99718,9,2,0,5444,"A collector’s item if there ever was one, the Nike Kobe 6 “Grinch - Storyteller’s Collection” brings an exciting new storytelling element to the iconic shoe with a special set of books packaged with each pair.

https://t.co/gMKXw8UFtk https://t.co/DkHK3lJevI",Nike,,collector item ever one nike kobe grinch storyteller collection brings exciting new storytelling element iconic shoe special set book packaged pair,collector item ever one nike kobe grinch storytel collect bring excit new storytel element icon shoe special set book packag pair,collector item ever one nike kobe grinch storytel collect bring excit new storytel element icon shoe special set book packag pair
DJ SALAM WRECK,3257,7,0,0,128,"To commemorate his Dedication in this game! 
And to honor my Dawg!!
@DAZDILLINGER I designed this NIKE Dunk and took it back to ‘93 https://t.co/eX1YNaIbVH",Nike,,commemorate dedication game honor dawg designed nike dunk took back,commemor dedic game honor dawg design nike dunk took back,commemor dedic game honor dawg design nike dunk took back
Kicks Deals,473430,14,0,0,22696,"The court purple/university gold Nike Dunk High (GS) is ON SALE for $78.97 + FREE shipping. #promotion

BUY HERE -&gt; https://t.co/iXG5Gmkbue

Youth &amp; women's size options. 👀 https://t.co/skE6BKi8KM",Nike,promotion,court purple university gold nike dunk high g sale free shipping buy gt youth amp woman size option,court purpl univers gold nike dunk high gs sale free ship buy gt youth amp women size option,court purpl univers gold nike dunk high gs sale free ship buy gt youth amp women size option
Boardroom,97154,26,9,2,5316,".@nyliberty star @sabrina_i20 shares her favorite “easter egg” hidden on the Sabrina 1.

@NickDePaula has the details: https://t.co/I6pG3fEqHN https://t.co/SvcdBQFNYW",Nike,,star share favorite easter egg hidden sabrina detail,star share favorit easter egg hidden sabrina detail,star share favorit easter egg hidden sabrina detail
Sneaker Steal,329240,27,0,0,18703,"Nike Dunk Low Retro 'Black White'

https://t.co/tEmx7fhxrQ https://t.co/KDYEI9yPSw",Nike,,nike dunk low retro black white,nike dunk low retro black white,nike dunk low retro black white
Sneaker Steal,329240,30,2,1,20135,"Nike Dunk Low BTTY 'Oregon'

https://t.co/NmQxLO5RaN https://t.co/RTJ8WT21zD",Nike,,nike dunk low btty oregon,nike dunk low btti oregon,nike dunk low btti oregon
The Daily Beast,1383960,7,3,5,10128,"Travis Scott tends to be a controversial character in the celebrity universe. Now, he is being called out by Chicago Bulls legend Dennis Rodman over a sneaker design. https://t.co/icCjzusgzP",Nike,,travis scott tends controversial character celebrity universe called chicago bull legend dennis rodman sneaker design,travi scott tend controversi charact celebr univers call chicago bull legend denni rodman sneaker design,travi scott tend controversi charact celebr univers call chicago bull legend denni rodman sneaker design
J23 iPhone App,542893,38,6,5,40203,"Nike Dunk Low ""Oregon"" still adding on Foot Locker

Link -&gt; https://t.co/3pxMnaGpaZ https://t.co/BZudzJEnjC",Nike,,nike dunk low oregon still adding foot locker link gt,nike dunk low oregon still ad foot locker link gt,nike dunk low oregon still ad foot locker link gt
Kicks Deals,473430,6,0,0,20505,"🚀 Select TODDLER sizes are available for the black/picante red-metallic silver Nike Dunk Low (TD) for $55 + FREE shipping. #promotion

BUY HERE -&gt; https://t.co/YhPlyfCOs8 https://t.co/HVZgJMoUnx",Nike,promotion,select toddler size available black picante red metallic silver nike dunk low td free shipping buy gt,select toddler size avail black picant red metal silver nike dunk low td free ship buy gt,select toddler size avail black picant red metal silver nike dunk low td free ship buy gt
J23 iPhone App,542893,272,21,13,60218,"Nike Air Max 1 '86 Premium ""Big Bubble"" releases March 26th -&gt; https://t.co/Rt7ADXYQQu https://t.co/oDvFlNbFrh",Nike,,nike air max premium big bubble release march gt,nike air max premium big bubbl releas march gt,nike air max premium big bubbl releas march gt
Bizwomen,7614,0,0,0,52,Ionsecu joins Washington Mystics’ Elena Delle-Donne and Seattle Storm’s Breanna Stewart in having a signature shoe line with a major brand.  https://t.co/8TR9BSqWxX,Nike,,ionsecu join washington mystic elena delle donne seattle storm breanna stewart signature shoe line major brand,ionsecu join washington mystic elena dell donn seattl storm breanna stewart signatur shoe line major brand,ionsecu join washington mystic elena dell donn seattl storm breanna stewart signatur shoe line major brand
Kicks Deals,473430,17,5,1,23289,"⚾️ The Nike @Yankees @derekjeter ""HOF Patch"" Authentic Jersey is JUST IN at @nikestore with FREE shipping. #promotion

BUY HERE -&gt; https://t.co/1U7bAwLo1l https://t.co/TkAb2aCQy1",Nike,promotion,nike hof patch authentic jersey free shipping buy gt,nike hof patch authent jersey free ship buy gt,nike hof patch authent jersey free ship buy gt
Sneaker Steal,329240,21,3,0,17021,"Nike Air Max 97 OG 'Silver Bullet' $135.00

https://t.co/iEmuXaKy7a https://t.co/dvssOs3sXN",Nike,,nike air max og silver bullet,nike air max og silver bullet,nike air max og silver bullet
Sneaker Steal,329240,66,12,2,33815,"Price Drop💥

Nike Air Max 97 OG 'Silver Bullet'

$135.00 + Shipping

https://t.co/6sfolerkgl https://t.co/oOrBf6ueVI",Nike,,price drop nike air max og silver bullet shipping,price drop nike air max og silver bullet ship,price drop nike air max og silver bullet ship
HYPEBEAST,838962,543,65,10,71029,Here's your best look at the Nike SB x Air Jordan 4 😮‍💨 https://t.co/96tbgmmPsb,Nike,,best look nike sb x air jordan,best look nike sb x air jordan,best look nike sb x air jordan
Travis Wilson,30849,5,0,0,6000,"Officials for this Division 2 state semi-final are:

Vince Diplaris (Waukesha)
Greg Blum (Madison)
Bobbie Reinhart (Madison)

A pair of Nike running shoes, Reebok Zigs, and I believe our first OnCloud of the day.

#wisbb",Nike,wisbb,official division state semi final vince diplaris waukesha greg blum madison bobbie reinhart madison pair nike running shoe reebok zig believe first oncloud day,offici divis state semi final vinc diplari waukesha greg blum madison bobbi reinhart madison pair nike run shoe reebok zig believ first oncloud day,offici divis state semi final vinc diplari waukesha greg blum madison bobbi reinhart madison pair nike run shoe reebok zig believ first oncloud day
USC Swim & Dive,4622,6,1,0,363,"Nike Agunbiade finishes fifth in the 3-meter consolation final with 332.25 points!!!  

#FightOn",Nike,fighton,nike agunbiade finish fifth meter consolation final point,nike agunbiad finish fifth meter consol final point,nike agunbiad finish fifth meter consol final point
Runner's World,1625777,6,0,0,13875,Exclusive: We Tested the Nike Vaporfly 3 https://t.co/wQSwo3yMRz,Nike,,exclusive tested nike vaporfly,exclus test nike vaporfli,exclus test nike vaporfli
russbengtson.eesh,40933,4,0,1,1983,"let me guess, next year nike will get y'all to buy the RETAIL version of the 1987 air max",Nike,,let guess next year nike get buy retail version air max,let guess next year nike get buy retail version air max,let guess next year nike get buy retail version air max
Christopher Carter,19282,9,1,0,1395,Wow. #Pitt is already in the bonus with 11:05 to go in the first half. Nike Sibande makes 1-2. 20-2 Panthers.,Nike,pitt,wow already bonus go first half nike sibande make panther,wow alreadi bonu go first half nike siband make panther,wow alreadi bonus go first half nike siband make panther
Kicks Deals,473430,59,6,6,48792,Nike SNKRS 👀⚪️🔴 https://t.co/QUvPTZgTq3,Nike,,nike snkrs,nike snkr,nike snkrs
